#BE0032,#BC3F4A,#841B2D,#5C0923,#AB4E52,#722F37,#3F1728,#AD8884,#905D5D,#543D3F,#2E1D21,#8F817F,#5C504F,#282022,#E25822,#D9603B,#AA381E,#CB6D51,#9E4732,#B4745E,#882D17,#56070C,#A87C6D,#79443B,#3E1D1E,#977F73,#674C47,#43302E,#870074,#9E4F88,#702963,#54194E,#B784A7,#915C83,#5D3954,#341731,#AA8A9E,#836479,#CE4676,#B3446C,#78184A,#54133B,#A8516E,#673147,#38152C,#AF868E,#915F6D
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005124223602484472,0.0,0.0,7.763975155279503e-05,0.0,0.0,0.04915631469979296,0.0,0.0,0.0,0.0016304347826086956,1.5527950310559007e-05,0.1749223602484472,0.0,0.0015476190476190477,0.005786749482401657,0.10556418219461698,0.2613768115942029,0.12520186335403727,0.06194099378881988,0.00791407867494824,0.03178053830227743,0.14149068322981367,0.02043478260869565,0.008027950310559006,0.00039337474120082814,0.002225672877846791
0.0,0.0,0.0,0.0,0.0,0.0,0.01185290404040404,4.734848484848485e-05,0.015691287878787877,0.004775883838383839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014172979797979798,0.0,0.00030934343434343433,0.0033238636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.005202020202020202,8.838383838383838e-05,0.10460858585858586,0.0,0.0,0.0,0.003724747474747475,0.1455334595959596,0.30929608585858587,0.03512310606060606,0.0033901515151515153,0.048639520202020205,0.23855113636363637,0.019605429292929293,0.005192550505050505,0.0277114898989899,0.01591540404040404
0.0,0.0,0.0,0.0,0.0,0.0,0.001216646754281163,9.956192751891677e-06,0.011455595380326563,0.09188968538430904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013540422142572681,0.055402230187176424,0.15794703305455993,0.03734767025089606,0.3005455993628037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007720031859816806,0.0,0.0,0.0,0.0,0.0,3.1859816806053364e-05,0.0,0.0,0.0010115491835921944,0.002041019514137794,0.021780167264038232,0.1382915173237754,0.1394285145360414,0.033745519713261646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98003992015968e-05,0.00012641383898868928,0.10120425815036593,0.0,0.0,0.00014637391882900866,0.0,0.00012974051896207586,0.00018629407850964737,0.0,6.653359946773121e-06,0.00044244843646041253,0.00011643379906852961,0.006443779108449767,0.21505322687957418,0.05312042581503659,0.035758483033932136,3.3266799733865604e-06,0.0,0.0,0.0,0.0,3.3266799733865604e-06,3.32667997338656e-05,0.0,0.0008682634730538923,0.0,0.0,0.0,3.3266799733865604e-06,0.012687957418496341,0.0032335329341317367,0.04458749168330007,0.04332335329341317,0.0011244178310046574,0.19410179640718564,0.0833433133732535,0.0315335994677312,0.05940785096473719,0.11291084497671323
0.0,0.0,0.0,2.5100401606425703e-06,0.0,0.0,0.0007555220883534137,0.0008810240963855421,0.0019703815261044176,0.002605421686746988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020833333333333335,9.789156626506023e-05,0.0014282128514056225,0.0007354417670682731,0.006300200803212851,0.01728664658634538,0.02563504016064257,0.00016566265060240963,0.0,0.0,5.020080321285141e-06,2.5100401606425703e-06,0.0,0.004513052208835341,0.00033132530120481927,0.011824799196787148,0.0,0.0,0.0,0.0,0.005504518072289156,0.42190763052208835,2.0080321285140562e-05,2.5100401606425703e-06,0.03981425702811245,0.25718373493975905,0.00921937751004016,0.08124497991967872,0.07137048192771084,0.03898343373493976
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.107981220657277e-05,0.0,0.1273180751173709,0.0,0.0,0.0,0.0,0.0,5.868544600938967e-06,0.0,0.0,9.976525821596244e-05,0.0006455399061032864,0.03995892018779343,0.18387910798122065,0.013826291079812206,0.004242957746478873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.868544600938967e-06,3.5211267605633805e-05,4.107981220657277e-05,0.04809272300469484,0.0004812206572769953,0.1229518779342723,0.24380281690140845,0.07028169014084507,0.13452464788732393,0.009765258215962441
0.0,0.0,0.0,6.68002672010688e-06,0.0,0.0,0.00012692050768203073,0.0014896459585838344,0.0006078824315297261,0.11094188376753507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003507014028056112,0.0002705410821643287,0.0004408817635270541,0.001092184368737475,0.004198396793587174,0.00036406145624582497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011088844355377422,0.006118904475617902,0.07060788243152973,0.0,0.0,0.0,0.0,0.0,0.020454241816967266,0.0,0.0002905811623246493,0.06074816299265197,0.21264529058116233,0.25733800935203743,0.15219104876419506,0.03247828991315965,0.06612892451569806
0.0,0.0,0.0,0.0,0.0,0.0,4.4563279857397505e-06,0.0,4.0106951871657754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4563279857397505e-06,0.0,0.0,0.024581105169340464,0.0,0.0,0.09095365418894831,0.0,0.0,0.0,0.0,0.0,0.0,0.004768270944741533,8.912655971479501e-06,0.12203208556149732,0.0,0.0,0.0,0.0,0.014242424242424242,0.020913547237076648,0.0013324420677361855,0.010855614973262031,0.030436720142602496,0.36214795008912654,0.1553698752228164,0.09570409982174688,0.05355169340463458,0.013052584670231729
0.0,0.0,0.0,0.0,0.0,0.0,3.08641975308642e-05,0.00021913580246913581,4.0123456790123456e-05,0.000904320987654321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.172839506172839e-06,3.0864197530864196e-06,0.00021296296296296298,0.07030246913580247,0.03958333333333333,0.08102469135802469,0.15147222222222223,0.0,0.0,0.0,0.0,0.0,0.0,6.17283950617284e-05,7.098765432098765e-05,0.0002160493827160494,0.0,0.0,0.0,0.0,0.00025617283950617284,0.00030864197530864197,0.0004537037037037037,0.0002530864197530864,0.0003981481481481481,0.017441358024691357,0.5416604938271605,0.00462037037037037,0.02076851851851852,0.06969135802469135
0.0,0.0,0.0,5.50314465408805e-05,0.0,3.930817610062893e-06,0.000735062893081761,0.00020440251572327044,0.10982311320754717,0.003270440251572327,0.0,0.0,0.0,0.0,0.0,4.3238993710691825e-05,0.0,0.00026336477987421385,0.00042845911949685535,7.861635220125786e-05,0.0003380503144654088,0.02555817610062893,0.0007468553459119497,0.0006761006289308176,0.0,0.0,0.0,7.861635220125786e-06,2.3584905660377357e-05,0.0,0.0854874213836478,0.0003341194968553459,0.1826572327044025,0.0,0.0,0.0,0.0,0.0,0.0017099056603773585,0.0,1.572327044025157e-05,0.03836084905660377,0.04694182389937107,0.013066037735849056,0.35082940251572325,0.09439858490566037,0.04394261006289308
