#BE0032,#BC3F4A,#841B2D,#5C0923,#AB4E52,#722F37,#3F1728,#AD8884,#905D5D,#543D3F,#2E1D21,#8F817F,#5C504F,#282022,#E25822,#D9603B,#AA381E,#CB6D51,#9E4732,#B4745E,#882D17,#56070C,#A87C6D,#79443B,#3E1D1E,#977F73,#674C47,#43302E,#870074,#9E4F88,#702963,#54194E,#B784A7,#915C83,#5D3954,#341731,#AA8A9E,#836479,#CE4676,#B3446C,#78184A,#54133B,#A8516E,#673147,#38152C,#AF868E,#915F6D
0.0,0.0,0.0,1.2683916793505835e-05,0.0,0.0,3.5514967021816334e-05,0.00010400811770674784,1.7757483510908167e-05,0.00932521562658549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.117706747843735e-05,1.0147133434804668e-05,0.00010654490106544901,0.026775748351090818,0.07898528665651953,0.19145357686453576,0.058576864535768644,0.0,0.0,0.0,2.536783358701167e-06,0.0,0.0,0.00012430238457635719,9.639776763064434e-05,0.00031202435312024354,0.0,0.0,0.0,0.0,0.0,4.058853373921867e-05,0.0,7.356671740233383e-05,0.0008954845256215119,0.0958904109589041,0.22340436326737698,0.0038483003551496703,0.03119482496194825,0.27863267376966006
0.0,0.0,0.0,0.0,0.0,0.0,0.00022140221402214023,0.013958589585895858,0.0022755227552275522,0.04988724887248872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.870028700287003e-05,0.0,0.005592455924559246,0.0,0.11688191881918819,0.4494218942189422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050020500205002e-06,0.00041615416154161544,0.0013591635916359163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4600246002460025e-05,0.0,0.0,0.03944239442394424,0.21838868388683888,0.10209922099220992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034208250166334,0.12247837658017299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04907185628742515,0.2741616766467066,0.48630405854956754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03377578176979375
0.0,0.0,0.0,0.0,0.0,0.0,2.440424921045076e-05,6.890611541774332e-05,5.7421762848119435e-06,0.0002526557565317255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2919896640826873e-05,0.0,0.0012819408555842665,0.08987367212173414,0.0011068044788975022,0.004231983921906403,0.4020801033591731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.751937984496124e-05,0.0244717197817973,0.0,0.0,0.0,0.0,0.0,2.7275337352856732e-05,0.0,0.0,0.00016939420040195234,0.0036505885730691934,0.043405110536893485,0.027219351134079816,0.11643697961527419,0.28560292850990526
0.0,0.0,0.0,0.0,0.0,0.0,0.007257142857142857,0.0,0.0,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015873015873015873,0.0,0.0,0.011914285714285714,0.0,0.0,0.0006920634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.05987619047619048,0.015050793650793651,0.1204952380952381,0.0,0.0,0.0,7.301587301587302e-05,0.0858031746031746,0.08969523809523809,0.11808888888888888,0.043326984126984124,0.10435873015873016,0.19864761904761905,0.044717460317460316,0.09368253968253969,0.005828571428571429,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0001345486111111111,0.0,0.0,0.06406684027777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001171875,0.025607638888888888,8.246527777777778e-05,0.002903645833333333,0.07860677083333334,0.0,0.0,0.0,0.0,0.0,0.0,0.013233506944444445,2.170138888888889e-05,0.21289930555555556,0.0,0.0,0.0,0.0,0.0015060763888888888,0.06944878472222223,0.0027864583333333335,7.8125e-05,0.034683159722222225,0.1266189236111111,0.09411892361111111,0.10628472222222222,0.05992621527777778,0.1058203125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001226993865030675,0.0,0.020906612133606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.861622358554874e-05,0.018319700068166325,0.126840490797546,0.05009884117246081,0.14067484662576688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048738922972051807,0.011670074982958419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004188820722563054,0.027835719154737558,0.02365371506475801,0.27238922972051804,0.12261417859577368,0.18010906612133606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271298593879239e-06,0.004251447477253929,0.00011579818031430935,0.000380479735318445,0.13372208436724567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16009098428453267,0.0,0.0,0.0,0.0,0.0,0.07436724565756823,0.0,0.0,0.13292803970223324,0.12481803143093466,0.04616211745244003,0.10303556658395369,0.07705541770057898,0.14306451612903226
0.0,0.0,0.0,0.0,0.0,0.0,0.0028010752688172043,0.0013575268817204301,0.0025698924731182796,0.2078521505376344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016048387096774194,0.031083333333333334,0.014994623655913978,0.03238172043010753,0.049935483870967745,0.0,0.0,0.0,0.0,0.0,0.0,0.0014623655913978495,0.017524193548387097,0.11928763440860216,0.0,0.0,0.0,0.0,0.00016935483870967742,0.0073897849462365595,0.0,0.0,0.0034301075268817205,0.11949462365591398,0.08280376344086021,0.110247311827957,0.059905913978494624,0.13370430107526882
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013816738816738816,0.0,0.015010822510822511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215007215007215e-06,0.0,0.004996392496392496,0.028946608946608946,0.022514430014430015,0.04668831168831169,0.1633152958152958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015512265512265512,0.02234848484848485,0.0,0.0,0.0,0.0,3.246753246753247e-05,0.03822871572871573,0.0,0.0,0.005187590187590188,0.12743867243867243,0.06682900432900434,0.09207792207792208,0.10528499278499279,0.25955627705627704
